COMLOG_ID,SUBJ_MATTER_OBJET,OTHER_SUBJ_MATTER_AUTRE_OBJET,,,,,,,
77649,Regional Development,Regional Development,,,,,,,
77654,Regional Development,Regional Development,,,,,,,
77656,Agriculture,Agriculture,,,,,,,
77659,Agriculture,Agriculture,,,,,,,
77660,Science and Technology,Science and Technology,,,,,,,
77661,Agriculture,Agriculture,,,,,,,
77662,Science and Technology,Science and Technology,,,,,,,
77663,Science and Technology,Science and Technology,,,,,,,
77664,Taxation and Finance,Taxation and Finance,,,,,,,
77665,Environment,Environment,,,,,,,
77669,Other,Ocean's policy,,,,,,,
77673,Industry,Industry,,,,,,,
77674,Infrastructure,Infrastructure,,,,,,,
77675,Science and Technology,Science and Technology,,,,,,,
77676,Infrastructure,Infrastructure,,,,,,,
77695,Arts and Culture,Arts and Culture,,,,,,,
77697,Infrastructure,Infrastructure,,,,,,,
77698,Science and Technology,Science and Technology,,,,,,,
77699,Tourism,Tourism,,,,,,,
77700,Transportation,Transportation,,,,,,,
77702,Arts and Culture,Arts and Culture,,,,,,,
77718,Financial Institutions,Financial Institutions,,,,,,,
77721,Broadcasting,Broadcasting,,,,,,,
77722,Telecommunications,Telecommunications,,,,,,,
77723,Other,Copyright,,,,,,,
78017,Other,Mortgage Insurance Industry,,,,,,,
78134,International Trade,International Trade,,,,,,,
78135,Defence,Defence,,,,,,,
78136,Government Procurement,Government Procurement,,,,,,,
78137,Industry,Industry,,,,,,,
77044,Regional Development,Regional Development,,,,,,,
77082,Science and Technology,Science and Technology,,,,,,,
77158,Defence,Defence,,,,,,,
77163,Other,HEALTH RESEARCH,,,,,,,
77164,Other,HEALTH RESEARCH,,,,,,,
77228,Other,HEALTH RESEARCH,,,,,,,
77356,Other,Dialogue on Carbon Pricing,,,,,,,
77357,Other,Energy Sector Sustainability Table (ESST),,,,,,,
77436,Other,Natural Gas Prices,,,,,,,
77437,Other,Quality Urban Energy Systems for Tomorrow (QUEST),,,,,,,
77438,International Trade,International Trade,,,,,,,
77440,Mining,Mining,,,,,,,
77443,Consumer Issues,Consumer Issues,,,,,,,
77444,Financial Institutions,Financial Institutions,,,,,,,
77454,Industry,Industry,,,,,,,
77461,Environment,Environment,,,,,,,
77463,International Trade,International Trade,,,,,,,
77466,Mining,Mining,,,,,,,
77467,Immigration,Immigration,,,,,,,
77472,Other,HEALTH RESEARCH,,,,,,,
77479,Health,Health,,,,,,,
77517,Broadcasting,Broadcasting,,,,,,,
77716,Science and Technology,Science and Technology,,,,,,,
77763,Transportation,Transportation,,,,,,,
77777,Telecommunications,Telecommunications,,,,,,,
77780,Telecommunications,Telecommunications,,,,,,,
77785,Other,Lawful interception of telecommunications,,,,,,,
77787,Environment,Environment,,,,,,,
77803,Taxation and Finance,Taxation and Finance,,,,,,,
77894,Environment,Environment,,,,,,,
77996,Taxation and Finance,Taxation and Finance,,,,,,,
78138,Other,1. Customs Tariff Act with respect to import duties on foreign flagged mobile offshore drilling units.,,,,,,,
78139,Other,2. Coasting Trade Act with respect to exemptions for mobile offshore drilling units and seismic vessels.,,,,,,,
78140,Other,3. Climate Change Regulatory Framework,,,,,,,
78141,Health,Health,,,,,,,
78175,Health,Health,,,,,,,
78378,Health,Health,,,,,,,
78536,Health,Health,,,,,,,
78538,Health,Health,,,,,,,
78539,Health,Health,,,,,,,
78574,Health,Health,,,,,,,
78575,Health,Health,,,,,,,
78576,Industry,Industry,,,,,,,
78815,Defence,Defence,,,,,,,
78816,Education,Education,,,,,,,
78854,Taxation and Finance,Taxation and Finance,,,,,,,
79054,Energy,Energy,,,,,,,
79096,Science and Technology,Science and Technology,,,,,,,
79114,Other,Research,,,,,,,
79174,Other,Innovation,,,,,,,
79175,Other,attend presentation by Energy Solutions at NRC,,,,,,,
79176,Other,isotope manufacturing location,,,,,,,
79336,Environment,Environment,,,,,,,
79354,Other,Long-Term Clean Air Study of the Energy Sector Sustainability Table,,,,,,,
79356,Taxation and Finance,Taxation and Finance,,,,,,,
79357,Government Procurement,Government Procurement,,,,,,,
79358,Labour,Labour,,,,,,,
79360,Infrastructure,Infrastructure,,,,,,,
79396,Health,Health,,,,,,,
79454,Other,Lung Health Framework,,,,,,,
79455,Broadcasting,Broadcasting,,,,,,,
79456,Agriculture,Agriculture,,,,,,,
79494,Intellectual Property,Intellectual Property,,,,,,,
79495,Education,Education,,,,,,,
79517,Other,Veterinary Medicine,,,,,,,
79518,Education,Education,,,,,,,
79519,Industry,Industry,,,,,,,
79520,Intellectual Property,Intellectual Property,,,,,,,
79522,Science and Technology,Science and Technology,,,,,,,
77161,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
77190,Education,Education,,,,,,,
77191,Employment and Training,Employment and Training,,,,,,,
77192,Immigration,Immigration,,,,,,,
77193,Other,PSE Funding,,,,,,,
77198,Other,Apprenticeship,,,,,,,
77200,Other,Essential Skills,,,,,,,
77202,Other,Sector Councils,,,,,,,
77205,Other,Skills Shortages,,,,,,,
77206,Energy,Energy,,,,,,,
77207,Other,New Canadian bank,,,,,,,
77208,Other,New Canadian bank,,,,,,,
77216,Industry,Industry,,,,,,,
77217,International Trade,International Trade,,,,,,,
77218,Arts and Culture,Arts and Culture,,,,,,,
77223,Infrastructure,Infrastructure,,,,,,,
77225,Other,ECONOMIC DEVELOPMENT,,,,,,,
77226,Environment,Environment,,,,,,,
77229,Infrastructure,Infrastructure,,,,,,,
77233,Energy,Energy,,,,,,,
77296,Infrastructure,Infrastructure,,,,,,,
77355,Other,Natural Resources,,,,,,,
77361,Employment and Training,Employment and Training,,,,,,,
77395,Energy,Energy,,,,,,,
77396,Environment,Environment,,,,,,,
77399,Industry,Industry,,,,,,,
77402,Other,Proposed second oil refinery in Saint John, NB,,,,,,
77657,Employment and Training,Employment and Training,,,,,,,
77658,Energy,Energy,,,,,,,
77678,Environment,Environment,,,,,,,
77679,Industry,Industry,,,,,,,
77694,Other,Proposed second oil refinery in Saint John, NB,,,,,,
77696,Employment and Training,Employment and Training,,,,,,,
77701,Energy,Energy,,,,,,,
77703,Environment,Environment,,,,,,,
77705,Industry,Industry,,,,,,,
77706,Other,Proposed second oil refinery in Saint John, NB,,,,,,
77708,Employment and Training,Employment and Training,,,,,,,
77709,Energy,Energy,,,,,,,
77769,Environment,Environment,,,,,,,
77775,Industry,Industry,,,,,,,
77776,Other,Proposed second oil refinery in Saint John, NB,,,,,,
77779,Employment and Training,Employment and Training,,,,,,,
77781,Energy,Energy,,,,,,,
77782,Environment,Environment,,,,,,,
77788,Industry,Industry,,,,,,,
77954,Other,Proposed second oil refinery in Saint John, NB,,,,,,
78094,Immigration,Immigration,,,,,,,
78194,Health,Health,,,,,,,
78274,Environment,Environment,,,,,,,
78334,Mining,Mining,,,,,,,
78494,Environment,Environment,,,,,,,
78694,Mining,Mining,,,,,,,
78714,Broadcasting,Broadcasting,,,,,,,
78834,Broadcasting,Broadcasting,,,,,,,
78855,Other,Safey inspections,,,,,,,
78856,Infrastructure,Infrastructure,,,,,,,
78894,Tourism,Tourism,,,,,,,
78895,Taxation and Finance,Taxation and Finance,,,,,,,
78896,Infrastructure,Infrastructure,,,,,,,
79095,Tourism,Tourism,,,,,,,
79434,Other,Airport security,,,,,,,
79523,Transportation,Transportation,,,,,,,
79524,Consumer Issues,Consumer Issues,,,,,,,
79525,Financial Institutions,Financial Institutions,,,,,,,
79526,Consumer Issues,Consumer Issues,,,,,,,
79527,Financial Institutions,Financial Institutions,,,,,,,
79528,Energy,Energy,,,,,,,
79594,Environment,Environment,,,,,,,
79595,Taxation and Finance,Taxation and Finance,,,,,,,
76982,Energy,Energy,,,,,,,
76983,Environment,Environment,,,,,,,
76984,Health,Health,,,,,,,
76985,Energy,Energy,,,,,,,
77037,Environment,Environment,,,,,,,
77038,Industry,Industry,,,,,,,
77040,Taxation and Finance,Taxation and Finance,,,,,,,
77041,Broadcasting,Broadcasting,,,,,,,
77042,Health,Health,,,,,,,
77043,Agriculture,Agriculture,,,,,,,
77045,Environment,Environment,,,,,,,
77047,Other,Environment,,,,,,,
77048,Arts and Culture,Arts and Culture,,,,,,,
77049,Sports,Sports,,,,,,,
77051,Arts and Culture,Arts and Culture,,,,,,,
77074,Sports,Sports,,,,,,,
77295,Science and Technology,Science and Technology,,,,,,,
77358,Other,Space Program and Policies in Canada,,,,,,,
77362,Other,Governance of Canada's Airports,,,,,,,
77364,Science and Technology,Science and Technology,,,,,,,
77367,Other,Space Industry and Hawkins Panel,,,,,,,
77369,Health,Health,,,,,,,
77384,Health,Health,,,,,,,
77390,Health,Health,,,,,,,
77393,Industry,Industry,,,,,,,
77400,Intellectual Property,Intellectual Property,,,,,,,
77535,Industry,Industry,,,,,,,
77536,Intellectual Property,Intellectual Property,,,,,,,
77554,Industry,Industry,,,,,,,
77615,Intellectual Property,Intellectual Property,,,,,,,
77616,Industry,Industry,,,,,,,
77617,Intellectual Property,Intellectual Property,,,,,,,
77646,Industry,Industry,,,,,,,
77647,Intellectual Property,Intellectual Property,,,,,,,
77648,Industry,Industry,,,,,,,
77704,Intellectual Property,Intellectual Property,,,,,,,
77707,Environment,Environment,,,,,,,
77710,Industry,Industry,,,,,,,
77711,Intellectual Property,Intellectual Property,,,,,,,
77712,Industry,Industry,,,,,,,
77717,Intellectual Property,Intellectual Property,,,,,,,
77720,Industry,Industry,,,,,,,
77754,Intellectual Property,Intellectual Property,,,,,,,
77755,Industry,Industry,,,,,,,
77802,Intellectual Property,Intellectual Property,,,,,,,
77806,Industry,Industry,,,,,,,
77817,Intellectual Property,Intellectual Property,,,,,,,
77856,Industry,Industry,,,,,,,
78095,Other,Space Program and Policies in Canada,,,,,,,
78454,Industry,Industry,,,,,,,
78474,Other,Space Program and Policies in Canada,,,,,,,
78577,Other,Border Management,,,,,,,
78634,Other,Border Management,,,,,,,
78635,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
78636,Energy,Energy,,,,,,,
78794,Taxation and Finance,Taxation and Finance,,,,,,,
79014,Other,Tobacco packaging and taxation,,,,,,,
79035,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
79274,Other,peridocal program review,,,,,,,
79276,Other,Funding,,,,,,,
79277,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
79315,Health,Health,,,,,,,
80414,Taxation and Finance,Taxation and Finance,,,,,,,
80494,Environment,Environment,,,,,,,
80496,Other,Liberal Green Shift,,,,,,,
80514,Other,Liberal Green Shift,,,,,,,
80515,Education,Education,,,,,,,
80994,Taxation and Finance,Taxation and Finance,,,,,,,
80756,Education,Education,,,,,,,
80794,Taxation and Finance,Taxation and Finance,,,,,,,
80974,Other,governance,,,,,,,
80995,Other,industrial research policy,,,,,,,
80996,Other,transfer of non-regulatory Federal labs,,,,,,,
81059,Education,Education,,,,,,,
81062,Taxation and Finance,Taxation and Finance,,,,,,,
81078,Infrastructure,Infrastructure,,,,,,,
81635,Infrastructure,Infrastructure,,,,,,,
81636,Other,TD Securities,,,,,,,
81918,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
82759,Energy,Energy,,,,,,,
82755,Infrastructure,Infrastructure,,,,,,,
82756,Other,Consumer Affairs,,,,,,,
82758,Other,Health,,,,,,,
82761,Energy,Energy,,,,,,,
82838,Infrastructure,Infrastructure,,,,,,,
82859,Other,Federal Framework on Air Emissions,,,,,,,
82860,Energy,Energy,,,,,,,
82861,Energy,Energy,,,,,,,
82899,Environment,Environment,,,,,,,
82900,Energy,Energy,,,,,,,
82901,Environment,Environment,,,,,,,
82914,Education,Education,,,,,,,
82929,Agriculture,Agriculture,,,,,,,
82930,Energy,Energy,,,,,,,
82932,Environment,Environment,,,,,,,
82933,Energy,Energy,,,,,,,
82934,Other,Pipelines,,,,,,,
82935,Other,Regulation,,,,,,,
82954,Intellectual Property,Intellectual Property,,,,,,,
82955,Industry,Industry,,,,,,,
82959,Industry,Industry,,,,,,,
82978,Health,Health,,,,,,,
82979,Other,CN Commercialization Act,,,,,,,
82980,Science and Technology,Science and Technology,,,,,,,
82981,Other,Canada Border Services Agency,,,,,,,
83014,Energy,Energy,,,,,,,
83016,Arts and Culture,Arts and Culture,,,,,,,
83018,Transportation,Transportation,,,,,,,
83019,Environment,Environment,,,,,,,
83020,Taxation and Finance,Taxation and Finance,,,,,,,
83021,Environment,Environment,,,,,,,
83022,Broadcasting,Broadcasting,,,,,,,
83023,Telecommunications,Telecommunications,,,,,,,
83024,Other,Copyright,,,,,,,
83025,Environment,Environment,,,,,,,
83028,Mining,Mining,,,,,,,
83031,Other,CANADA/U.S. BORDERS,,,,,,,
83032,Other,Empty Trailers,,,,,,,
83033,Other,National Pension Reform Summit,,,,,,,
83035,International Trade,International Trade,,,,,,,
83036,Agriculture,Agriculture,,,,,,,
83037,Defence,Defence,,,,,,,
83038,Government Procurement,Government Procurement,,,,,,,
80374,Other,Exit program for tobacco farmers,,,,,,,
80620,Taxation and Finance,Taxation and Finance,,,,,,,
80621,Taxation and Finance,Taxation and Finance,,,,,,,
80634,Environment,Environment,,,,,,,
80654,International Relations,International Relations,,,,,,,
80742,Consumer Issues,Consumer Issues,,,,,,,
80749,Health,Health,,,,,,,
80753,Other,tobacco control,,,,,,,
80894,Consumer Issues,Consumer Issues,,,,,,,
80896,Health,Health,,,,,,,
80898,Other,tobacco control,,,,,,,
80900,Health,Health,,,,,,,
80901,Agriculture,Agriculture,,,,,,,
80902,Other,tobacco control,,,,,,,
80904,Health,Health,,,,,,,
81056,Taxation and Finance,Taxation and Finance,,,,,,,
81057,Other,Caregivers,,,,,,,
81058,Other,Federal-Provincial Relations,,,,,,,
81061,Other,International Trade,,,,,,,
81065,International Trade,International Trade,,,,,,,
81195,Other,Federal-Provincial Relations,,,,,,,
81254,Industry,Industry,,,,,,,
81554,Other,Airline Policy,,,,,,,
81574,Financial Institutions,Financial Institutions,,,,,,,
82255,Other,TD Securities,,,,,,,
82256,Taxation and Finance,Taxation and Finance,,,,,,,
82258,Broadcasting,Broadcasting,,,,,,,
82334,Other,Copyright,,,,,,,
82415,Other,Procedural Issues Pertaining to Group Licence Renewals,,,,,,,
82634,Energy,Energy,,,,,,,
82676,Infrastructure,Infrastructure,,,,,,,
82925,Other,Natural Resources,,,,,,,
82927,Energy,Energy,,,,,,,
82931,Environment,Environment,,,,,,,
82956,Infrastructure,Infrastructure,,,,,,,
82957,Other,Natural Resources,,,,,,,
82958,Agriculture,Agriculture,,,,,,,
82974,Energy,Energy,,,,,,,
82975,Other,Canada Newfoundland Offshore Accord Act with respect to exploration license terms,,,,,,,
82976,Other,Announcement of XWave's DSA acquisition,,,,,,,
83040,Agriculture,Agriculture,,,,,,,
83041,Taxation and Finance,Taxation and Finance,,,,,,,
83042,Other,1.  Climate Change Regulatory Framework with respect to C02 sequestration plans and objectives.,,,,,,,
83043,Other,2. Customs Tariff Act with respect to import duties on foreign flagged mobile offshore drilling units.,,,,,,,
83044,Environment,Environment,,,,,,,
83045,Justice and Law Enforcement,Justice and Law Enforcement,,,,,,,
83046,Labour,Labour,,,,,,,
83047,International Trade,International Trade,,,,,,,
83048,International Trade,International Trade,,,,,,,
83049,Other,Tobacco packaging and taxation,,,,,,,
83050,Taxation and Finance,Taxation and Finance,,,,,,,
83051,Other,Housing, community development,,,,,,
83052,Other,Section 95 co-op program,,,,,,,
83053,Broadcasting,Broadcasting,,,,,,,
83054,Intellectual Property,Intellectual Property,,,,,,,
83056,International Trade,International Trade,,,,,,,
83057,Telecommunications,Telecommunications,,,,,,,
83058,Intellectual Property,Intellectual Property,,,,,,,
83059,Government Procurement,Government Procurement,,,,,,,
83061,Government Procurement,Government Procurement,,,,,,,
83062,Forestry,Forestry,,,,,,,
83063,Health,Health,,,,,,,
83064,Consumer Issues,Consumer Issues,,,,,,,
83065,Telecommunications,Telecommunications,,,,,,,
83066,Broadcasting,Broadcasting,,,,,,,
83068,Other,Telecommunications,,,,,,,
83069,Broadcasting,Broadcasting,,,,,,,
83072,Other,Governor-in-Council Appointments,,,,,,,
83073,Broadcasting,Broadcasting,,,,,,,
83074,Infrastructure,Infrastructure,,,,,,,
83075,Government Procurement,Government Procurement,,,,,,,
83077,Government Procurement,Government Procurement,,,,,,,
83078,Government Procurement,Government Procurement,,,,,,,
80434,Government Procurement,Government Procurement,,,,,,,
80443,Government Procurement,Government Procurement,,,,,,,
80476,Environment,Environment,,,,,,,
80481,Agriculture,Agriculture,,,,,,,
80484,Government Procurement,Government Procurement,,,,,,,
80537,Government Procurement,Government Procurement,,,,,,,
80540,Government Procurement,Government Procurement,,,,,,,
80541,Other,Copyright,,,,,,,
80543,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
80544,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
80545,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
80546,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
80547,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
80554,Aboriginal Affairs,Aboriginal Affairs,,,,,,,
80555,Other,Regional Development,,,,,,,
80556,Other,Liberal Green Shift,,,,,,,
80559,Energy,Energy,,,,,,,
80561,Environment,Environment,,,,,,,
80562,Industry,Industry,,,,,,,
80574,Arts and Culture,Arts and Culture,,,,,,,
80576,Infrastructure,Infrastructure,,,,,,,
80579,Other,ECONOMIC DEVELOPMENT,,,,,,,
80674,Intellectual Property,Intellectual Property,,,,,,,
80675,Agriculture,Agriculture,,,,,,,
80676,Agriculture,Agriculture,,,,,,,
80677,Consumer Issues,Consumer Issues,,,,,,,
80696,Health,Health,,,,,,,
80697,Energy,Energy,,,,,,,
80698,Regional Development,Regional Development,,,,,,,
80699,Health,Health,,,,,,,
80700,Other,IAEA Safeguards,,,,,,,
80703,Agriculture,Agriculture,,,,,,,
80704,Agriculture,Agriculture,,,,,,,
80705,Agriculture,Agriculture,,,,,,,
80706,Other,Energy Transportation / pipelines,,,,,,,
80707,Other,Regulatory streamlining,,,,,,,
80710,International Trade,International Trade,,,,,,,
80712,Other,WTO,,,,,,,
80715,Other,CWB director election regulations changes - third party advertising,,,,,,,
80718,Industry,Industry,,,,,,,
80721,Transportation,Transportation,,,,,,,
80723,International Trade,International Trade,,,,,,,
80726,Industry,Industry,,,,,,,
